SMILES,IC50_nM
COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CSC(=N2)NC3=NC=CC=N3,
CCNC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3,
COC1=CC=CC(=C1)CNC(=O)C2=C3C=CC(=CN3N=C2)C4=CNN=C4,
C1=CC=C(C=C1)C(=O)NCC2=NC(=NO2)C3=CC=NC=C3.C(=O)(C(F)(F)F)O,
CCN(CC)C(=O)C1CCCN(C1)C2=NC3=C(S2)C=C(C=C3)C(=O)NC4=CC=C(C=C4)OC5=CC=CC=C5,
CN1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC(=C4C(=N3)N(C=N4)CCN5CCCC5=O)NCCO,
CC(C)N1C=NC2=C(N=C(N=C21)N3CCN(CC3)C4=CC=CC=N4)NC5CC5,
C1CC(CN(C1)C2=NC=NC(=C2)NCC3=CC=CC=C3)N.Cl,
CC1=CN=C(N=C1NCCN2CCOCC2)C3=CC=C(C=C3)N4CCN(CC4)C,
CC1=C(C(=NN1C)C)C2=NC(=C3C(=N2)N(C=N3)C4=CSC=C4)NCCC5=CC=C(C=C5)OC,
C1COCCN1C2=NC=C(C=C2)C3=NC4=C(S3)C=C(C=C4)C(=O)NCCOC5=CC=CC=C5,
CC1=CN=C(N=C1NCCO)C2=CC=C(C=C2)C(=O)N3CCN(CC3)C,
C1=CC(=CC=C1C(C(=O)NC2=CC(=CNC2=O)C3=CC=NC=C3)O)Cl.C(=O)(C(F)(F)F)O,
CC(C)N(CCNC(=O)C1=NC(=CC=C1)NC2=NC=NC=C2)C(C)C,
COC1=CC=C(C=C1)C2=NC=CC(=C2)C(=O)NCC3=CC(=CC=C3)C(F)(F)F,
C1=CC(=CC(=C1)OCC(=O)NCC2=CN(N=N2)C3=CC=NC=C3)C(F)(F)F.C(=O)(C(F)(F)F)O,
C1COCCN1C2=NC(=C3C(=N2)N(C=N3)C4=CSC=C4)NC5=CC=C(C=C5)OC6=CC=CC=C6,17383.8
CC(C)N(CCNC1=C2C(=NC(=N1)NCCN3CCOCC3)N(C=N2)CC4=CC=C(C=C4)C(F)(F)F)C(C)C,
CC1=CC(=NC(=N1)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)NCCCN5CCCC5=O,13333.8
C1OC2=C(O1)C=C(C=C2)NC(=O)C3=CC(=CC=C3)NC4=CC5=C(C=C4)N=CC=C5,
C1=CC=C(C=C1)C2=NC3=C(S2)C=C(C=C3)C(=O)NCCC4=CC=C(C=C4)O,
CC(C)N1C=NC2=C(N=C(N=C21)NC3=NC=CN=C3)NC4=CC=C(C=C4)NC(=O)C,
CC1=CN=C(N=C1NCCN2CCOCC2)NC3=NC=NC=C3,
C1=CC=C2C(=C1)OC(O2)C(=O)NC3=NC(=CS3)C4=CC=NC=C4.C(=O)(C(F)(F)F)O,
COC1=NC=C(C=C1)C2=NC(=C3C(=N2)N(C=N3)C4CCCCC4)NC5=CC=CC=C5,
COC1=NC=C(C=C1)C2=NC3=C(S2)C=C(C=C3)C(=O)NC4=CC=C(C=C4)OC5=CC=CC=C5,
CCN(CC)C(=O)C1CCCN(C1)C2=NC(=NC(=C2)NCCOC3=CC=CC=C3)N,
C1=CC=C2C(=C1)NC(=N2)CNC(=O)C3=CC(=NC=C3)C4=CC=CS4,
CC(=O)NC1=CC=C(C=C1)C2=CC3=C(C=CC=C3N=C2)C4=CN=CC=C4.C(=O)(C(F)(F)F)O,
C1CC(CCC1NC2=NC=C(S2)C(=O)NCCO)O,
C1CN(CCC1C(=O)NCC2=CN=CC=C2)C3=NN=C(C=C3)NC4=NC=CC5=CC=CC=C54,
CC(C)NC(=O)C1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=NC=C3)N=CN4.C(=O)(C(F)(F)F)O,
CC1=CN=C(N=C1NCCN2CCOCC2)C3=CN=C(C=C3)OC,
CC(C)N(CCNC1=C2C(=NC(=N1)C3=CSC4=CC=CC=C43)N(C=N2)CCN5CCCC5=O)C(C)C,
CN1CCN(CC1)C2=C(C=CC=C2Cl)NC(=O)C3=CC=C(O3)Br,
C1OC2=C(O1)C=C(C=C2)NC(=O)C3=CC4=C(C=C3)N=C(S4)NCC5=CN=CC=C5,
C1CC(=O)N(C1)CCCNC(=O)C2=CC3=C(C=C2)N=C(S3)N4CCC5=CC=CC=C5C4,
C1CC1NC(=O)C2CCN(CC2)C3=NN=C(C=C3)NC4=CC=C(C=C4)N5CCOCC5,
C1CC(=O)N(C1)CCCNC(=O)C2=CC(=NC3=CC=CC=C32)N4CCN(CC4)CC5=CC6=C(C=C5)OCO6,
C1C(OC2=C1C3=CC=CC=C3C=C2)C(=O)NC4=CC(=CNC4=O)C5=CC=NC=C5.C(=O)(C(F)(F)F)O,
C1COCCN1CCNC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)N,
CN1C=CC2=C1C=CC(=C2)C3=CC(=CC=C3)C(=O)NCCN4CCOCC4,
CCN(CC)C1=NC(=NC(=N1)NCC2=CC3=C(C=C2)OCO3)NCCN(C(C)C)C(C)C,
C1CC(N(C1)C2=NC=C(S2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4)CO,
CN1CC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3C(F)(F)F)NC4=CC=CC5=C4C(=O)N(C5)C.C(=O)(C(F)(F)F)O,
COC1=CC(=CC(=C1OC)OC)NC2=NC=NC3=C2NC(=N3)C4=CC=C(C=C4)C(=O)N,
C1=CC(=CC=C1CCNC2=NC(=NC=C2)NC3=NC=NC=C3)O,
CC1=CNC2=NC=NC(=C12)C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(=O)NC(C)C.C(=O)(C(F)(F)F)O,19226.0
COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CN=C(S2)NCCN3CCOCC3,
CC(C)N(CCNC1=CC(=NC=N1)NC2=CC3=C(C=C2)N=CC=C3)C(C)C,
CCN(CC)C(=O)C1CCCN(C1)C2=NC(=CC(=N2)NC3=CC=CC=C3)C,
C1=CC=C2C(=C1)C=CN=C2NC3=NC(=C4C(=N3)N(C=N4)CC5=CC=C(C=C5)C(F)(F)F)NCC6=CN=CC=C6,
CCCNC(=O)C1=CC(=NC2=CC=CC=C21)N3CCOCC3,
CN1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC(=NC(=N3)OC)NC4CC4,
CN1C2=CC=CC=C2N=C1NC3=NC=CC(=C3)C(=O)NCC4=CN=CC=C4,
C1=CC(=CC=C1C(CNC(=O)C2=CN(C=C2)C3=CC4=C(C=C3)NN=C4)O)Cl.C(=O)(C(F)(F)F)O,
CC(C)N1C(=NC2=C(N=CN=C21)NCCN(C(C)C)C(C)C)C3=CC=CS3,
COC1=CC=C(C=C1)CCNC(=O)C2=CSC(=N2)OC3=CC=CC=C3,
CC1=C(C(=NN1C)C)C2=NC=C(S2)C(=O)NC3=CC=CC=C3,
C1CC(=O)N(C1)CCCNC2=NC3=C(S2)C=C(C=C3)C(=O)NCCCN4CCCC4=O,
C1=CC(=CC=C1C(CNC(=O)C2=CN(N=N2)C3=CC4=C(C=C3)NN=C4)O)C(F)(F)F.C(=O)(C(F)(F)F)O,
CN1C(=CC=N1)NC2=NC3=CC(=C(C=C3C(=N2)NCCCN4CCCC4=O)OC)OC,
CC1=CN=C(N=C1NCCN(C(C)C)C(C)C)N2CCC3=CC=CC=C3C2,
CC(C)NC(=O)C1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=NC=N3)N=CN4.C(=O)(C(F)(F)F)O,
C1=CC=C2C(=C1)NC(=N2)CNC3=NC(=NC=C3)C4=CC=C(C=C4)C(=O)N,
COC1=C(C=CC(=C1)N2CCOCC2)NC3=NC=C(C(=N3)NC4=CC=CC=C4C(=O)NC5CC5)Cl,
CC1=CC(=NC(=N1)NC2=CC=CC=C2)NC3=CC=CC=C3,
C1CC1NC(=O)C2=CC(=NC=C2)NC3=CC=CC=N3,
C1CC(=O)N(C1)CCN2C=NC3=C(N=C(N=C32)NC4=CC=CC=N4)NC5=CC=C(C=C5)N6CCOCC6,
C1CN(CCC1N2CCOCC2)C3=NC(=NC(=C3)NC4=CC5=C(C=C4)OCO5)N,16929.8
CCN(CC)C(=O)C1CCCN(C1)C2=NC3=C(S2)C=C(C=C3)C(=O)NC4=CC=C(C=C4)NC(=O)C,
C1C(OC2=C(O1)C=CC3=CC=CC=C32)C(=O)NC4=CN=CC(=C4)C5=CC=NC=C5.C(=O)(C(F)(F)F)O,
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=NC=NC=C3)NC4CCN(CC4)CC5=CC=CC=C5)OC,
CC1=C(C(=NO1)C)C2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NCCOC5=CC=CC=C5,
CCN(CC)C1=NC(=NC(=N1)N2CCN(CC2)C3=CC=CC=N3)NC4=CC5=C(C=C4)OCO5,17334.0
C1CC1NC(=O)C2=CSC(=N2)NC3=NC=NC=C3,
C1CC1CN2C=C(C=C(C2=O)NC(=O)C3COC4=CC=CC=C4O3)C5=CC=NC=C5.C(=O)(C(F)(F)F)O,
CC1=CN=C(N=C1NCC2=CN=CC=C2)NC3=NC=NC=C3,
CC1=CC(=NC(=N1)C2=CC=C(C=C2)OC)NC3=CC=C(C=C3)OC4=CC=CC=C4,
C1CN(CCC1NC2=C3C(=NC(=N2)C4=CC=C(C=C4)C(=O)N)N(C=N3)C5=CSC=C5)CC6=CC=CC=C6,
C1CC(=O)N(C1)CCCNC(=O)C2=CC3=C(C=C2)N=C(S3)C4=CN=C(C=C4)N5CCOCC5,
CCCNC1=C2C(=NC(=N1)NC3=NC=CC=N3)N(C=N2)C4CCCCC4,18424.8
CC(C)N1C=NC2=C(N=C(N=C21)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5)NCCCN6CCCC6=O,17751.6
CN(C)C1=CC=CC(=C1)NC2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=CC=C4,
CC1=CN=C(N=C1NCCC2=CC=C(C=C2)OC)C3=CC=CC=C3,
CC(C)N1C=NC2=C(N=C(N=C21)NCC3=CN=CC=C3)NCCCN4CCCC4=O,
C1=CC(=CC(=C1)C(F)(F)F)CNC2=NC(=NC3=C2NC=N3)NCC4=CN=CC=C4,
CC(C)N(CCNC(=O)C1=CN=C(S1)C2=CC=CC=C2)C(C)C,
CCNC1=NC2=CC=CC=C2C(=C1)C(=O)NCCC3=CC=C(C=C3)OC,
CCN(CC)C1=NC(=NC(=N1)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)NCC5=CN=CC=C5,
CC(C)N(CCNC(=O)C1=CC=CC(=N1)C2=CC3=C(C=C2)N(C=C3)C)C(C)C,
C1=CC=C(C=C1)NC2=NC=CC(=C2)C(=O)NCC3=NC4=CC=CC=C4N3,
C1C(OC2=C1C3=CC=CC=C3C=C2)C(=O)NC4=NC(=CS4)C5=CC=NC=C5.C(=O)(C(F)(F)F)O,
C1CC2C3CCCN3C(C4=CCCOC24C1)C5=CC=CC=C5,
C1CN(CCC1N2CCOCC2)C3=NN=C(C=C3)N4C=C(C5=CC=CC=C54)CC(=O)NCC6=CC(=CC=C6)C(F)(F)F,
COC1=CC(=CC(=C1OC)OC)NC2=NC(=NC(=C2)NCCOC3=CC=CC=C3)N,
CC(=O)NC1=CC=C(C=C1)NC(=O)C2=CN=C(S2)C3=CC(=CC=C3)N,
CCCNC1=C2C(=NC(=N1)NC3CCN(CC3)CC4=CC=CC=C4)N(C=N2)C5=CC=CC=C5,18476.6
CC(C)N1C=NC2=C(N=C(N=C21)C3=CC=CC=C3)NCCC4=CC=C(C=C4)O,
CN1CCN(CC1)C2=CC=C(C=C2)C3=CC(=CC=C3)C(=O)NC4=CC=CC=C4,
CCCNC1=CC(=NC=N1)NC2=CC=NC=C2,
CCCNC1=NC(=NC2=C1NC=N2)NCCCN3CCCC3=O,
C1CN(CCC1N2CCOCC2)C3=NC=CC(=C3)C(=O)N,
C1CC1NC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)N5CCOCC5,16359.2
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=NC=CC4=CC=CC=C43)NCCO)OC,
CC1=C(C(=NO1)C)C2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NC5=CC=CC=C5,23417.4
CC1=C(C(=NN1C)C)C2=NC(=C3C(=N2)N(C=N3)C(C)C)NC4=CC(=C(C(=C4)OC)OC)OC,
CC1CN(C(C2=CCCOC12)C3=CC=CC=C3Cl)CC=C(C)C,
C1CC(CN(C1)C2=NC=NC(=C2)NCC3=CC=CC=C3)CN.Cl,
CC1=CN=C(N=C1NC2CCN(CC2)CC3=CC=CC=C3)NC4=NC=NC=C4,
C1=CC(=CN=C1)CNC(=O)C2=CC3=C(C=C2)N=C(S3)NC4=CC=C(C=C4)N5C=CN=C5,
C1=CC(=CC(=C1)C(F)(F)F)CNC(=O)C2=CC(=CC=C2)NC3=CC=NC=C3,
CCCN1C(C2=C(C=CS2)C(=CCCO)C1C3=CC(=CC=C3)Cl)C,
CN1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC(=C4C(=N3)N(C=N4)CCN5CCCC5=O)NCC6=CC=CC=C6,
CC(C)N1C=NC2=C(N=C(N=C21)NCC3=CN=CC=C3)NCCN(C(C)C)C(C)C,
CCN(CC)C(=O)C1CCCN(C1)C2=NC=C(C(=N2)NC3=CC=CC=C3)C,
COC1=C(C=C2C(=C1)C(=NC(=N2)NCC3=CC4=C(C=C3)OCO4)NCCC5=CC=C(C=C5)O)OC,
C1CN(CCC1NC2=NC(=C3C(=N2)N(C=N3)C4=CSC=C4)NCCOC5=CC=CC=C5)CC6=CC=CC=C6,
C1=CC=C2C(=C1)C(=CS2)C3=NC(=CS3)C(=O)NCCO,
CC1=CN=CC2=C1C(=CC=C2)NC3CCN(C3)C(=O)C4=C(C=C(C=C4)Br)Cl.C(=O)(C(F)(F)F)O,
CC1=CC(=NC(=N1)C2=C(N(N=C2C)C)C)NC3=CC=CC=C3,
C1=CC=C(C=C1)CNC(=O)C2=CC(=NC3=CC=CC=C32)OC4=CC=CC=C4,
COC1=CC(=CC(=C1OC)OC)NC(=O)CC2=CN(C3=CC=CC=C32)C4=NN=C(C=C4)NC5=NC=CC6=CC=CC=C65,
C1CC(=O)N(C1)CCCNC2=NC3=C(N2)C(=NC=N3)NC4=CC=CC=C4,
C1=CC=C2C(=C1)C(=CN2C3=CC4=C(C=C3)NN=C4)C(=O)NCC(C5=CC=C(C=C5)Cl)O.C(=O)(C(F)(F)F)O,
C1COCCN1CCNC2=NN=C(C=C2)N3C=C(C4=CC=CC=C43)CC(=O)NC5=CC6=C(C=C5)OCO6,20233.0
CC1=CN=C(N=C1NCCN(C(C)C)C(C)C)NC2CCN(CC2)CC3=CC=CC=C3,
CCCNC1=NC(=NC(=N1)N(CC)CC)NC2=CC=C(C=C2)N3CCOCC3,11984.8
CN1C(=CC=N1)NC2=NC3=CC(=C(C=C3C(=N2)NCCC4=CC=C(C=C4)OC)OC)OC,
CC(C)N1C=NC2=C(N=C(N=C21)NCC3=CN=CC=C3)NC4=CC=CC=C4,15408.6
CC(C1=CC(=CC=C1)OC)NC(=O)C2=CC3=C(N2)C=C(C=C3)C4=CNN=C4,
CC(C)N(CCNC(=O)C1=NC(=CC=C1)NCCCN2CCCC2=O)C(C)C,
C1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)N=C(S3)C4=CC=C(C=C4)C(=O)N,
CC1=C(C(=NO1)C)C2=NC(=C3C(=N2)N(C=N3)CCN4CCCC4=O)NC5=CC(=C(C(=C5)OC)OC)OC,
CC(C)N1C=NC2=C(N=C(N=C21)N3CCC(CC3)N4CCOCC4)NCCC5=CC=C(C=C5)OC,20355.4
CC1=CN=CC2=C1C(=CC=C2)NC3CCN(CC3)C(=O)C(C4=CC=C(C=C4)Cl)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
C1CC(=O)N(C1)CCCNC(=O)C2=CN=C(S2)N3CCOCC3,
CC1=CN=C(N=C1NCCN(C(C)C)C(C)C)C2=CC=C(C=C2)C(=O)N,
C1COCCN1C2=NC3=C(S2)C=C(C=C3)C(=O)NCCOC4=CC=CC=C4,
C1=CC=C(C(=C1)NC2=NC(=CS2)C(=O)O)Cl,
COC1=C(C=C(C=N1)C2=CC=NC=C2)[N+](=O)[O-].C(=O)(C(F)(F)F)O,
CCCNC1=NC(=NC(=C1)C)C2=CC=CS2,
CC1=CN=C(N=C1NCC2=CC(=CC=C2)C(F)(F)F)NCCCN3CCCC3=O,
COC1=CC(=CC(=C1OC)OC)NC2=NC(=NC(=C2)NC3=CN=CC=C3)N,
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC5=CC=CC=C5C(=C4)C(=O)NC6=CC7=C(C=C6)OCO7,
CC(C)N(CCNC1=C2C(=NC(=N1)NC3=NC=NC=C3)N(C=N2)C4=CC=CC=C4)C(C)C,
C1CC(=O)N(C1)CCN2C=NC3=C(N=C(N=C32)NC4=CC=C(C=C4)N5C=CN=C5)NC6=CC=C(C=C6)N7CCOCC7,16785.2
CCCNC1=C2C(=NC(=N1)NC3=CC=C(C=C3)N4C=CN=C4)N(C=N2)C5=CC=CC=C5,18111.8
CC1=C(C(=NN1C)C)C2=NC3=C(C(=N2)NCCN(C(C)C)C(C)C)NC=N3,
CC(C)N1C=NC2=C(N=C(N=C21)NC3=NC=CC=N3)NCCCN4CCCC4=O,
COC1=CC=C(C=C1)C2=NC(=NC(=N2)OC)NCCOC3=CC=CC=C3,
C1CN(CCN1C2=CC3=C(C=C2)C=NC=C3)C(=O)C(C4=CC=C(C=C4)C5=CC=CC=C5)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
C1=CC=C(C=C1)NC2=NC=NC3=C2NC(=N3)C4=CC(=CC=C4)N,
CCN(CC)C(=O)C1CCCN(C1)C2=NN=C(C=C2)N3C=C(C4=CC=CC=C43)CC(=O)NCCO,
CN1CCN(CC1)C2=CC=C(C=C2)C3=NC(=C4C(=N3)N(C=N4)CC5=CC=C(C=C5)C(F)(F)F)NCC6=CN=CC=C6,18714.4
C1CC(CCC1NC2=CC=CC(=N2)C(=O)NCC3=CC(=CC=C3)C(F)(F)F)O,
CC1=CN=CC2=C1C(=CC=C2)NC3CCN(CC3)C(=O)C(C4=CC=C(C=C4)OC)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
CC1=CC(=NC(=N1)C2=C(ON=C2C)C)N,
CC1=CC(=NC(=N1)C2=CC=C(C=C2)C(=O)N)NCCN3CCOCC3,
CC(C)N1C2=NC=NC(=C2N=C1NC3=CN=CC=C3)NCCOC4=CC=CC=C4,
C1COCCN1C2=CC=C(C=C2)NC3=C4C(=NC(=N3)C5=CC=C(C=C5)C(=O)N)N(C=N4)C6=CC=CC=C6,17022.0
CC(C)N(CCNC1=NC=NC2=C1NC(=N2)NC3=CC=C(C=C3)C(F)(F)F)C(C)C,
CC1=CN=C(N=C1NC2=CC(=C(C(=C2)OC)OC)OC)Cl,
CC1=CN=C(N=C1NCC2=NC3=CC=CC=C3N2)NC4=CC=C(C=C4)N5C=CN=C5,
C1=CC(=CC=C1C(F)(F)F)NC2=NC=CC(=N2)N,
CN1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC(=C4C(=N3)N(C=N4)C5CCCCC5)NC6CC6,
C1CC(=O)N(C1)CCCNC2=NC3=C(S2)C=C(C=C3)C(=O)NC4=CC=CC=C4,
C1=CC(=CC=C1C(CSC2=CC=C(C=C2)C(=O)NC3=CC4=C(C=C3)C=NC=C4)O)Br.C(=O)(C(F)(F)F)O,
COC1=CC=C(C=C1)C2=CC(=CN=C2)C(=O)NC3=CC=CC=C3,
CC1=C(C(=NO1)C)C2=NC3=C(N2)C(=NC=N3)NCCN4CCOCC4,
CC1=C(C(=NO1)C)C2=NC=CC(=N2)NCCO,
C1CC1NC(=O)C2=CC(=CC=C2)NC3=CC=CC=C3,
C1=CC(=CC=C1C(C2=NC(=NO2)C3=CC=NC=C3)N)Cl.Cl.Cl,
CCNC1=CC=CC(=N1)C(=O)NCCC2=CC=C(C=C2)O,
C1=CC(=CC=C1CCNC2=C3C(=NC(=N2)C4=CC=C(C=C4)C(=O)N)N(C=N3)C5=CSC=C5)O,
COC1=CC(=CC(=C1OC)OC)NC(=O)CC2=CN(C3=CC=CC=C32)C4=NN=C(C=C4)OC5=CC=CC=C5,
CCN(CC)C1=NC(=NC(=N1)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)NC5=CC=CC=C5,15404.0
CC(C)N(CCNC1=C2C(=NC(=N1)C3=CC=CC=C3)N(C=N2)C4=CSC=C4)C(C)C,
CC1=C(C(=NO1)C)C2=NC(=CC=C2)C(=O)N,
COC1=NC=C(C=C1)NC2=NC3=CC(=C(C=C3C(=N2)NCC4CCCO4)OC)OC,
CC(C)N(CCNC(=O)C1=NC(=CC=C1)NC2=CC(=C(C(=C2)OC)OC)OC)C(C)C,
CC(=O)C1=CC=CC(=C1)C2=NC(=C3C(=N2)N(C=N3)C4=CC=CC=C4)NC5=CC=C(C=C5)NC(=O)C,
C1COCCN1CCNC2=NC=C(S2)C(=O)NCC3=CC(=CC=C3)C(F)(F)F,
C1CN(CCC1C2=NC(=NO2)C3=CC=NC=C3)C(=O)C(C4=CC=C(C=C4)Br)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
CCCNC1=CC(=NC(=N1)N)N2CCC3=CC=CC=C3C2,
C1CC(N(C1)C2=NC(=NC(=C2)NC3CCN(CC3)CC4=CC=CC=C4)N)CO,
CC(C)N(CCNC(=O)C1=CN=CC(=C1)C2=CSC3=CC=CC=C32)C(C)C,
C1=CC=C(C=C1)NC(=O)C2=CC=CC(=C2)C3=CC=CS3,
C1CN(CCC1NC2=CC3=C(C=C2)NN=C3)CC(C4=CC=C(C=C4)Br)O.Cl.Cl,
C1=CC(=CC(=C1)C(F)(F)F)CNC(=O)C2=CSC(=N2)NC3=NC=NC=C3,
COC1=CC=C(C=C1)C2=NC=CC(=C2)C(=O)NC3=CC(=C(C(=C3)OC)OC)OC,
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)C4=CC=C(C=C4)C(=O)N)NC5=CC=C(C=C5)OC6=CC=CC=C6,
CCN(CC)C(=O)C1CCCN(C1)C2=NC3=C(N2)C(=NC=N3)NC4CCN(CC4)CC5=CC=CC=C5,
C1COCCN1C2=CC=C(C=C2)NC3=NC=NC(=C3)C4=CC=CC=C4,16420.0
CCNC1=CC(=NC=N1)NCCN(C(C)C)C(C)C,
CC1=CC(=NC(=N1)N2CCC(CC2)N3CCOCC3)NCC4=CN=CC=C4,
COC1=CC=C(C=C1)CCNC2=C3C(=NC(=N2)NC4=CC=C(C=C4)C(F)(F)F)N(C=N3)CCN5CCCC5=O,9673.2
CC(C)N1C(=NC2=C(N=CN=C21)NC3=CC=C(C=C3)NC(=O)C)C4=CC=C(C=C4)C(=O)N5CCN(CC5)C,
C1CN(CC2=CC=CC=C21)C3=NC4=C(S3)C=C(C=C4)C(=O)NCCO,
C1CN(CC1C2=NC(=NO2)C3=CC=NC=C3)C(=O)C4=NC5=C(N4)C=C(C=C5)F.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
CCCNC1=CC(=NC=N1)N2CCOCC2,
C1OC2=C(O1)C=C(C=C2)NC(=O)C3=NC(=CC=C3)NC4=NC=CC5=CC=CC=C54,
CN1C(=CC=N1)NC2=NC3=CC(=C(C=C3C(=N2)NCCN4CCOCC4)OC)OC,
C1CC1NC(=O)C2=CC=C(C=C2)C3=NC=C(S3)C(=O)NC4=CC=C(C=C4)N5CCOCC5,
C1CN(CCC1NC2=CC3=C(C=C2)C=NC=C3)C(=O)C(C4=CC=C(C=C4)F)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
CCN(CC)C1=NC(=NC(=N1)N2CCOCC2)N,
COC1=CC2=C(C=C1)OCC(C2)C(=O)NC3=C(C=C(C=C3)C4=CNN=C4)OCCCO,
C1=CC=C(C=C1)NC2=NC(=NC3=C2NC=N3)C4=CC(=CC=C4)N,
C1CC(=O)N(C1)CCCNC2=NC=NC(=C2)N,
CC1=NN2C(=CC=NC2=C1)N,
CCCNC1=NC(=NC(=C1)C)NC2=CC=C(C=C2)N3C=CN=C3,
CCCNC1=NC(=NC=C1)C2=CC=CS2,
CC1=CN=C(N=C1NC2=CC(=C(C(=C2)OC)OC)OC)NC3=CC=C(C=C3)C(F)(F)F,
CC(C)N(CCNC1=C2C(=NC(=N1)NC3=NC=CC4=CC=CC=C43)N(C=N2)C5=CC=CC=C5)C(C)C,
CN1C2=CC=CC=C2N=C1NC3=NC4=C(S3)C=C(C=C4)C(=O)NCCC5=CC=C(C=C5)OC,
CC1=CC2=C(C=CC=C2NC(=O)C3CCC(CC3)N)N=N1.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
CCNC1=NC(=CC(=N1)NCCN(C(C)C)C(C)C)C,
CN(C)S(=O)(=O)NC1=CC=C(C=C1)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)N,
COC1=C(C=C2C(=C1)C(=NC(=N2)C3=CN=C(C=C3)N4CCOCC4)NCCN5CCOCC5)OC,
C1=CC=C(C=C1)OC2=NC(=CS2)C(=O)NCC3=CC(=CC=C3)C(F)(F)F,
C1CN(CCN1)C2=CC3=C(C=C2)C=NC=C3.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
CCNC1=CC(=NC=N1)NC2=CC=CC=C2,
CCCNC(=O)C1=CC=CC(=N1)C2=CC=C(C=C2)C(=O)N,
CC(=O)C1=CC=CC(=C1)C2=NC(=C3C(=N2)N(C=N3)C4=CSC=C4)NC5=CC=C(C=C5)N6CCOCC6,13092.2
COC1=CC=C(C=C1)C2=CC(=CN=C2)C(=O)NCC3=CC=CC=C3,
CC(=O)NC1=CC=C(C=C1)NC(=O)C2=CSC(=N2)C3=CC=C(C=C3)OC,
CCCNC1=CC(=NC=N1)NC2CCC(CC2)O,
CCCNC1=NC(=NC=C1)C2=C(N(N=C2C)C)C,
COC1=CC=C(C=C1)C2=NC(=C3C(=N2)N(C=N3)CCN4CCCC4=O)NCC5=CN=CC=C5,
CC(C)N1C=NC2=C(N=C(N=C21)NCCN3CCOCC3)NCC4=CC=CC=C4,
COC1=CC=C(C=C1)NC2=NC3=CC(=C(C=C3C(=N2)NCCC4=CC=CC=N4)OC)OC,10250.4
C1CN(CC1C(=O)NC2=CC3=C(C=C2)NN=C3)C(=O)C(CC4=CC=C(C=C4)Br)N.C(=O)(C(F)(F)F)O,
CCCN1CC(CC2=CC=CC=C21)C3=NC4=C(N3)C=C(C=C4)C5=CC=NC=C5,
C1C(CN(C1C(=O)NC2=CC3=C(C=C2)NN=C3)C(=O)C4=CC=C(C=C4)Br)O,
CCNC1=NC2=C(S1)C=C(C=C2)C(=O)NC3=CC=CC=C3,
CC1=CN=C(N=C1NC2=CC=C(C=C2)OC3=CC=CC=C3)C4=CN=C(C=C4)N5CCOCC5,16686.6
C1CN(CCC1C(=O)NC2=CC=NC=C2)C(=O)C(COC3=CC=C(C=C3)Br)O.C(=O)(C(F)(F)F)O,
CCNC1=NC=C(C(=N1)NCCN(C(C)C)C(C)C)C,
COC1=CC2=C(C=C1)OCC(C2)C3=NC4=C(O3)C=C(C=C4)C5=CN=CC=C5,
C1=CC=C(C=C1)CNC2=NC(=NC=C2)C3=CC=C(C=C3)C(=O)N,
