SMILES,pIC50
O=C1N(CC=2C1=CC(OCCOC)=CC2)C=3N=C(C=CC3)C=4N([C@@H](CO)C)C=NN4,8.1
O=C1N(CC=2C1=CC=CC2)C=3N=C(C=CC3)C=4N([C@H](CC)C)C=NN4,7.69999
O=C1N(CC=2C1=CC(OC(C)C)=CC2)C=3N=C(C=CC3)C=4N([C@@H](CO)C)C=NN4,8.3
O=C1N(CC=2C1=CC(OC(C)C)=CC2)C=3N=C(C=CC3)C=4N([C@@H](CO)C)C=NN4,8.30103
O=C1N(CC=2C1=CC=CC2)C=3N=C(C=CC3)C=4N(CC5CCO5)C=NN4,6.1
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=C(F)C=C(C)C=C3)C=CC2,7.3
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=C(F)C=C(C)C=C3)C=CC2,7.25964
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=C(F)C=C(C)C=C3)C=CC2,7.25964
O=C1N(CC=2C1=CC=CC2)C=3N=C(C=CC3)C=4N(C(CC#N)C)C=NN4,7.69999
O=C1N(CC=2C1=CC=CC2)C=3N=C(C=CC3)C=4N([C@@H](CC)C)C=NN4,7.3
O=C1N(CC=2C1=CC=CC2)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4,7.90001
O=C1N(CC=2C1=CC=CC2)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4,7.90001
O=C1N(CC=2C1=CC=CC2)C=3N=C(C=CC3)C=4N([C@@H](CO)C)C=NN4,8.0
O=C1N(CC=2C1=CC=CC2)C=3N=C(C=CC3)C=4N(C(CCO)C)C=NN4,7.4
O=C1N(CC=2C1=CC(OC(C)C)=CC2)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4,7.8
C(C)(C)N1C(=NN=C1)C2=NC(C(NC3=CN(CC)N=C3)=O)=CS2,6.22185
C(C)(C)N1C(=NN=C1)C2=NC(C(NC3=CC(NCCOC)=CC=N3)=O)=CS2,7.00436
C(C)(C)N1C(=NN=C1)C2=NC(C(NC3=CC(OCCOC)=CC=N3)=O)=CS2,6.85387
C(C)(C)N1C(=NN=C1)C2=NC(C(NC3=CC=CC=N3)=O)=CS2,6.39794
C(C)(C)N1C(=NN=C1)C2=NC(C(NC3=CN(CCOC)N=C3)=O)=CS2,7.22185
[C@@H](C)(N1C=2C=3C(N=CC2N=N1)=CC=C(C3)C=4C=C5C(=CC4)OC=N5)C6=CC=C(F)C=C6,5.0
O=C1C2=C3C(N(C=4C3=CC(O)=CC4)[C@H]5C[C@@H](NC(C)=O)[C@@H](O)[C@H](C)O5)=C6C(=C2CN1)C=7C(N6)=CC=CC7,5.19382
O=C1C2=C3C(=C4C(=C2CN1)C=5C(N4)=CC=C(O)C5)N(C=6C3=CC=CC6)[C@H]7C[C@@H](NC(C)=O)[C@@H](O)[C@H](C)O7,4.30103
O=C1C2=C3C(=C4C(=C2CN1)C=5C(N4)=CC=C(O)C5)NC=6C3=CC=CC6,6.13077
N(C1=NC2=C(C=C(C=C2)C3=CN(C)N=C3)C=N1)C4=CC(NC(C)=O)=CC=C4,5.0
N(C1=NC2=C(C=C(C=C2)C3=CN(C)N=C3)C=N1)C4=CC(N)=CC=C4,5.0
N(C1=NC2=C(C=N1)C=CC=C2)C3=CC(Cl)=CC=C3,5.0
N(C1=NC2=C(C=C(C=C2)C=3C=NNC3)C=N1)C4=CC(NC(C)=O)=CC=C4,6.69897
N(C1=NC2=C(C=C(C=C2)C=3C=NNC3)C=N1)C4=CC(NC(C)=O)=CC=C4,6.69897
N(C=1N=C(NCCOC2=CC=CC=C2)C=CN1)C3=CC(N(C)C)=CC=C3,5.69897
N(C1=NC2=C(C=C(C=C2)C3=CC(N)=CC=C3)C=N1)C4=CC(N)=CC=C4,5.0
N(C1=NC2=C(C=N1)C=CC=C2)C3=CC=C(F)C=C3,5.0
N(C1=NC2=C(C=C(C=C2)C3=CC(N)=CC=C3)C=N1)C4=CC(NC(C)=O)=CC=C4,5.0
N(C1=NC2=C(C=C(C=C2)C=3C=NNC3)C=N1)C4=CC(N)=CC=C4,6.22185
N(C1=C2C(N=CN2)=NC=N1)C3=CC(N(C)C)=CC=C3,5.0
N(C1=NC2=C(C=C(C=C2)C=3C=NNC3)C=N1)C4=CC=CC=C4,5.0
N(C1=NC2=C(C=C(Br)C=C2)C=N1)C3=CC(N)=CC=C3,5.0
N(C1=NC2=C(C=N1)C=C(Br)C=C2)C3=CC(NC(C(C)(C)C)=O)=CC=C3,5.0
N(C1=NC2=C(C=C(C=C2)C3=CC(N)=CC=C3)C=N1)C4=CC=CC=C4,5.0
N(C1=NC2=C(C=C(C=C2)C=3C=NN(C)C3)C=N1)C4=CC=CC=C4,5.0
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=C(OC)C=C(C)C(S(C)(=O)=O)=C3)C=CC2,7.13668
C(C)(C)N1C(C=2N=C(NC(=O)C3=C(OC)C=CC(NS(CC)(=O)=O)=C3)C=CC2)=NN=C1,7.38722
C(C)(C)N1C(C=2N=C(NC(=O)C3=C(OC)C=CC(C(N)=O)=C3)C=CC2)=NN=C1,7.02687
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=C(OC)C=C(C)C(S(N)(=O)=O)=C3)C=CC2,7.07572
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=C(OC)C=CC(S(C)(=O)=O)=C3)C=CC2,6.85387
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=C(OC)C=CC(S(C)(=O)=O)=C3)C=CC2,8.30103
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=C(OC)C=CC(C(NC)=O)=C3)C=CC2,6.56543
C(C)(C)N1C(C=2N=C(NC(=O)C3=CC(NS(CC)(=O)=O)=CC=C3)C=CC2)=NN=C1,7.13668
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=CC(C(N)=O)=CC=C3)C=CC2,6.23657
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=C(OC)C=CC(S(N)(=O)=O)=C3)C=CC2,6.13312
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=CC(=CC=C3)C=4NC=CN4)C=CC2,6.76955
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=C(OC)C=C(C)C(C(N)=O)=C3)C=CC2,7.55284
O=C1C2=C3C(=C4C(=C2CN1)C=5C(N4)=CC=CC5)NC=6C3=CC(O)=CC6,6.02503
O=C1C2=C3C(=C4C(=C2CN1)C=5C(N4)=CC=CC5)NC=6C3=CC(O)=CC6,5.52288
O(C)C1C2=C3C(=C4C(=C2C(=O)N1)C=5C(N4)=CC=C(O)C5)NC=6C3=CC=CC6,4.30103
O=C1C2=C3C(N(C=4C3=CC(O)=CC4)[C@H]5C[C@@H](N)[C@@H](O)[C@H](C)O5)=C6C(=C2CN1)C=7C(N6)=CC=CC7,5.95861
C[C@]12N3C=4C5=C(C6=C(C4C=7C3=CC=CC7)CNC6=O)C=8C(N5[C@](O1)(C[C@H](NC(C)=O)[C@H]2O)[H])=CC=CC8,6.11351
O[C@@]12N3C=4C5=C(C6=C(C4C=7C3=CC=CC7)CNC6=O)C=8C(N5[C@@](C1)(O[C@@H](C)[C@@H]2O)[H])=CC=C(O)C8,5.38722
O[C@@]12N3C=4C5=C(C6=C(C4C=7C3=CC=CC7)CNC6=O)C=8C(N5[C@@](C1)(O[C@H](C)[C@@H]2O)[H])=CC=C(O)C8,4.30103
O=C1C=2C(CCN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=CC=C(C2)N5C=C(N=C5)C6CC6,7.30103
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)CCN1C=5N=C(C=CC5)C=6N(C(C)C)C=NN6,7.30103
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)CCN1C=5N=C(C=CC5)C=6N(C(C)C)C=NN6,8.74473
O=C1C=2C(C(F)=CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=CC=C(C2)N5C=C(N=C5)C6CC6,7.30103
O=C1C=2C(C=CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=CC=C(C2)N5C=C(N=C5)C6CC6,7.30103
O=C1C=2C(CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=CC=C(C2)N5C=C(N=C5)C6CC6,7.30103
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)C=CN1C=5N=C(C=CC5)C=6N(C(C)C)C=NN6,7.30103
O=C1C=2C(C(F)=CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=CC(C)=C(C2)N5C=C(N=C5)C6CC6,7.30103
O=C1N(C2=NC(C=3N4C(=NN3)CCC4)=CC=C2)CCC=5C1=CC(=C(C)C5)N6C=C(N=C6)C7CC7,7.30103
O=C1N(C2=NC(C=3N4C(=NN3)CCCC4)=CC=C2)CCC=5C1=CC(=C(C)C5)N6C=C(N=C6)C7CC7,7.30103
O=C1C2=CC(N3C4=C(N=C3)CCCC4)=CC=C2CCN1C=5N=C(C=CC5)C=6N7C(=NN6)CCCC7,6.27984
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(C(C)C)C=NN6,7.30103
O=C1N(C2=NC(C=3N4C(=NN3)CCCC4)=CC=C2)CCC=5C1=CC(=CC5)N6C=C(N=C6C)C7CC7,6.0
O=C1C=2C(N=CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=CC=C(C2)N5C=C(N=C5)C6CC6,7.30103
O=C1N(C2=NC(C=3N4C(=NN3)CCCC4)=CC=C2)C=NC=5C1=CC(=C(C)C5)N6C=C(N=C6)C7CC7,6.27984
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(C)C(C)=NN6,6.0
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(C(C)C)C(C)=NN6,6.27984
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)C(F)=CN1C=5N=C(C=CC5)C=6N7C(=NN6)CCCC7,6.27984
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(C=NN6)C7CC7,7.30103
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(CC(F)(F)F)C=NN6,7.30103
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6OC(C)=NN6,6.0
O=C1C=2C(=CC(Cl)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(C(C)C)C=NN6,7.30103
C(C)C1=C(C=C2C(=C1)N=CN(C2=O)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)N5C=C(N=C5)C6CC6,7.30103
O=C1C2=CC(=C(C=C2N=CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)C5=CC=CC=C5)N6C=C(N=C6)C7CC7,7.30103
O=C1C2=CC(=C(C=C2N=CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)C=5C=CC=NC5)N6C=C(N=C6)C7CC7,7.30103
O=C1C2=CC(=C(C=C2N=CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)C=5C=CSC5)N6C=C(N=C6)C7CC7,7.30103
O=C1C=2C(=CC(Cl)=C(C2)N3C=C(N=C3)C4CC4)CCN1C=5N=C(C=CC5)C=6N(C(C)C)C=NN6,7.30103
O=C1N(C2=NC(C=3N4C(=NN3)CCC4)=CC=C2)C=NC=5C1=CC(=C(C)C5)N6C=C(N=C6)C7CC7,6.27984
O(C)C=1N(C(=O)C=2C(N1)=CC(C)=C(C2)N3C=C(N=C3)C4CC4)C=5N=C(C=CC5)C=6N(C(C)C)C=NN6,6.0
O(C)C1=C(C=C2C(=C1)N=CN(C2=O)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)N5C=C(N=C5)C6CC6,7.30103
O=C1C2=CC(=C(C=C2N=CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)C=5C=CC(C)=NC5)N6C=C(N=C6)C7CC7,7.30103
O=C1C2=CC(=C(C=C2N=CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)C=5C=CC(OC)=NC5)N6C=C(N=C6)C7CC7,7.30103
O=C1C2=CC(=C(C=C2N=CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)C=5C=CC(N)=NC5)N6C=C(N=C6)C7CC7,7.30103
O(CCOC)C1=C(C=C2C(=C1)N=CN(C2=O)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)N5C=C(N=C5)C6CC6,7.30103
C(C)(C)C1=C(C=C2C(=C1)N=CN(C2=O)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)N5C=C(N=C5)C6CC6,7.30103
O=C1C=2C(=CC(O)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(C(C)C)C=NN6,7.30103
O(CC(N)=O)C1=C(C=C2C(=C1)N=CN(C2=O)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)N5C=C(N=C5)C6CC6,7.30103
O(CC(NC)=O)C1=C(C=C2C(=C1)N=CN(C2=O)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)N5C=C(N=C5)C6CC6,7.30103
O(CCCS(C)(=O)=O)C1=C(C=C2C(=C1)N=CN(C2=O)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)N5C=C(N=C5)C6CC6,7.30103
O(CCO)C1=C(C=C2C(=C1)N=CN(C2=O)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)N5C=C(N=C5)C6CC6,7.30103
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5C=C(SC5)C=6N(C(C)C)C=NN6,6.0
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C5=CC(=CC=C5)C=6N(C(C)C)C=NN6,6.0
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(C=NN6)C7CCCC7,7.30103
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(C(CC)CC)C=NN6,7.30103
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(SC5)C=6N(C(C)C)C=NN6,7.30103
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(C(C)(C)C)C=NN6,7.30103
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(C=NN6)C7CCOCC7,6.27984
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(C=NN6)C7CCC(F)(F)CC7,6.27984
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4=CC=CC=C4)N=CN1C=5N=C(C=CC5)C=6N(C(C)C)C=NN6,7.30103
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(C=NN6)C7CCCCC7,7.30103
O=C1C=2C(=CC(C)=C(C2)C=3C=CC(C(C)C)=NC3)N=CN1C=4N=C(C=CC4)C=5N(C(C)C)C=NN5,7.30103
O=C1C=2C(=CC(C)=C(C2)N3C=C(CC)N=C3)N=CN1C=4N=C(C=CC4)C=5N(C(C)C)C=NN5,7.30103
O(CCCF)C1=C(C=C2C(=C1)N=CN(C2=O)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)N5C=C(N=C5)C6CC6,7.30103
N(C)(C)C1=C(C=C2C(=C1)N=CN(C2=O)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)N5C=C(N=C5)C6CC6,7.30103
O=C1C2=CC(=C(C=C2N=CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)N5CCOCC5)N6C=C(N=C6)C7CC7,7.30103
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(C(CO)C)C=NN6,7.30103
O(CC1COC1)C2=C(C=C3C(=C2)N=CN(C3=O)C=4N=C(C=CC4)C=5N(C(C)C)C=NN5)N6C=C(N=C6)C7CC7,7.30103
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=NC(C=5N6C(=NN5)CCCC6)=CC=C4,8.25181
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=NC(C=5N6C(=NN5)CCCC6)=CC=C4,7.8729
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=NC(C=5N6C(=NN5)CCC6)=CC=C4,8.73993
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=NC(C=5N6C(=NN5)CCC6)=CC=C4,8.22185
CC=1C(=CC(C(NC2=CC(=CC=C2)C=3N(C(C)C)C=NN3)=O)=C(F)C1)N4C=C(N=C4)C5CC5,7.88606
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=N2)C3CC3)C4=NC(C=5N6C(=NN5)CCCC6)=CC=C4,6.02549
N(C(=O)C1=CC(=C(C)C=C1F)N2N=C(N=N2)C3CC3)C4=NC(C=5N6C(=NN5)CCCC6)=CC=C4,6.0
N(C(=O)C1=CC(=C(C)C=C1F)N2N=C(N=C2)C3CC3)C4=NC(C=5N6C(=NN5)CCCC6)=CC=C4,7.45223
C(NC=1N=C(C=CC1)C=2N3C(=NN2)CCCC3)(=O)C4=CC(=C(C=C4F)C=5C=CC=NC5)N6C=C(N=C6)C7CC7,7.7167
O(CCOC)C1=C(C=C(C(NC=2N=C(C=CC2)C=3N4C(=NN3)CCCC4)=O)C(F)=C1)N5C=C(N=C5)C6CC6,7.77989
N(C(=O)C1=CC(=C(O)C=C1F)N2C=C(N=C2)C3CC3)C4=NC(C=5N6C(=NN5)CCCC6)=CC=C4,8.2644
O(CC1(C)COC1)C2=C(C=C(C(NC=3N=C(C=CC3)C=4N5C(=NN4)CCCC5)=O)C(F)=C2)N6C=C(N=C6)C7CC7,8.14267
O(CC1COC1)C2=C(C=C(C(NC=3N=C(C=CC3)C=4N5C(=NN4)CCCC5)=O)C(F)=C2)N6C=C(N=C6)C7CC7,8.11862
O(CCF)C1=C(C=C(C(NC=2N=C(C=CC2)C=3N4C(=NN3)CCCC4)=O)C(F)=C1)N5C=C(N=C5)C6CC6,8.15243
O(CCCF)C1=C(C=C(C(NC=2N=C(C=CC2)C=3N4C(=NN3)CCCC4)=O)C(F)=C1)N5C=C(N=C5)C6CC6,8.10073
N(C)(C)C1=C(C=C(C(NC=2N=C(C=CC2)C=3N4C(=NN3)CCCC4)=O)C(F)=C1)N5C=C(N=C5)C6CC6,7.97062
C(NC=1N=C(C=CC1)C=2N3C(=NN2)CCCC3)(=O)C4=CC(=C(C=C4F)N5CCOCC5)N6C=C(N=C6)C7CC7,7.99568
OC1C=2N(C(=NN2)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3)CCC1,8.3851
O[C@@H]1C=2N(C(=NN2)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3)CCC1,7.90309
O[C@H]1C=2N(C(=NN2)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3)CCC1,8.18243
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(Br)=CC4)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(Br)=CC4)=CC=C2,7.50864
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC=CC4)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC=CC4)=CC=C2,5.91721
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5CCOCC5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5CCOCC5)=CC=C2,6.97062
O=C1C2=CC(N3CC4(C3)COC4)=CC=C2OCCCCN5C(C=6NC(=N1)C=CC6)=NN=C5,7.0
O=C1C2=CC(N3CC4(C3)COC4)=CC=C2OCCCCN5C(C=6NC(=N1)C=CC6)=NN=C5,6.59688
O=C1C2=CC(N3C4CCC3COC4)=CC=C2OCCCCN5C(C=6NC(=N1)C=CC6)=NN=C5,7.0
O=C1C2=CC(N3CC4CC(C3)O4)=CC=C2OCCCCN5C(C=6NC(=N1)C=CC6)=NN=C5,7.0
O=C1C2=CC(N3CC4OC(C3)CC4)=CC=C2OCCCCN5C(C=6NC(=N1)C=CC6)=NN=C5,7.0
O=C1C2=CC(N3C4CC3COC4)=CC=C2OCCCCN5C(C=6NC(=N1)C=CC6)=NN=C5,7.0
FC1(F)CN(C=2C=C3C(=CC2)OCCCCN4C(C=5NC(=NC3=O)C=CC5)=NN=C4)C1,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5CC(F)(F)CC5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5CC(F)(F)CCC5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5CCC(F)(F)CC5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5CCN(CC)CC5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CCOC5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5CCOC5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C=5CCOCC5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5CCOCC5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(C)=CC4)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(C=C)=CC4)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(C#N)=CC4)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5C=C(C)N=C5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5C=C(C)N=C5)=CC=C2,7.55284
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5C=C(N=C5)C6CC6)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CC=NN5C)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CN(C)N=C5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CN(C)N=C5)=CC=C2,7.60206
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CC=CC=N5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C=5C=CC=NC5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C=5C=CN=CC5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(S(C)(=O)=O)=CC4)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(S(C)(=O)=O)=CC4)=CC=C2,5.84254
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CN=CN5C)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CN(C)N=N5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(C(=O)N5CCCC5)=CC4)=CC=C2,6.25964
CC=1C(C=2C=C3C(=CC2)OCCCCN4C(C=5NC(=NC3=O)C=CC5)=NN=C4)=CN(C)N1,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=C(C)N(C)N=C5C)=CC=C2,7.0
CN1C(C=2C=C3C(=CC2)OCCCCN4C(C=5NC(=NC3=O)C=CC5)=NN=C4)=CC(C)=N1,7.0
O=C1C2=CC(=CC=C2OCCCCN3C(C=4NC(=N1)C=CC4)=NN=C3)C5=CN(N=C5)C6CCC6,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CN(C(C)C)N=C5)=CC=C2,7.0
CC1=C(C=2C=C3C(=CC2)OCCCCN4C(C=5NC(=NC3=O)C=CC5)=NN=C4)C=NN1C,7.0
O=C1C2=CC(=CC=C2OCCCCN3C(C=4NC(=N1)C=CC4)=NN=C3)C5=CN(N=C5)C6COC6,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CN(CCN(C)C)N=C5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CN(CCN(C)C)N=C5)=CC=C2,8.22185
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CN(CCN(C)C)N=C5)=CC=C2,6.91009
CN1CC2=C(C=NN2CC1)C=3C=C4C(=CC3)OCCCCN5C(C=6NC(=NC4=O)C=CC6)=NN=C5,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5C=CN=C5)=CC=C2,7.0
CC=1N(C=2C=C3C(=CC2)OCCCCN4C(C=5NC(=NC3=O)C=CC5)=NN=C4)C=NC1C,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5C=CN=C5C)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5C=CC=N5)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5N=C(C)C=C5)=CC=C2,6.25964
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5N=C(C)C=C5)=CC=C2,7.0
CC=1N(C=2C=C3C(=CC2)OCCCCN4C(C=5NC(=NC3=O)C=CC5)=NN=C4)N=C(C)C1,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(CN)=CC4)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(CN(C)C)=CC4)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(C(C)(C)O)=CC4)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(C(OC)(C)C)=CC4)=CC=C2,7.0
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(Br)=C(F)C4)=CC=C2,7.0
O=C1C=2C(=CC(F)=C(C2)C=3C=CN=CC3)OCCCCN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0
