SMILES,pIC50,canonical_smiles
C(C)(C)C=1N(N=NN1)C=2N=C(NC(=O)C3=CC(=C(C)C=N3)N4C=C(C(C)(C)C)N=C4)C=CC2,8.25964,Cc1cnc(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-n1cnc(C(C)(C)C)c1
O=C1C=2C(CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=CC=C(C2)C5=CC=C(CCC(O)=O)C=C5,8.35655,CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(CCC(=O)O)cc4)cc3C2=O)n1
C(C)(C)N1C(=NN=N1)C=2N=C(NC(=O)C3=CC(=C(C)C=N3)C=4C=CC=NC4)C=CC2,8.25964,Cc1cnc(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-c1cccnc1
C(C)(C)N1C(=NN=C1)C=2N=C(NC(NC3=CC(=CC=N3)C4=CC=CC=C4)=O)C=CC2,7.30103,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(-c3ccccc3)ccn2)n1
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C=C4C(=CN3)CCN(CC(C)C)C4)C=CC2,6.95861,CC(C)CN1CCc2cnc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2C1
N(C(COC)=O)C1=NN2C(=CC=CC2=N1)C=3C=COC3,4.76955,COCC(=O)Nc1nc2cccc(-c3ccoc3)n2n1
C(NC=1N=C(C=CC1)C=2N(C(C)C)N=NN2)(=O)C=3C=C4C(=CC3F)CCN(C(N(CCC(F)(F)F)C)=O)C4,7.25964,CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N(C)CCC(F)(F)F)C3)n1
C(O)(=O)C1(CC1)C2=CC=C(C=C2)C=3C=C4C(=CC3)CN(C4=O)C=5N=C(C=CC5)C=6N(C(C)C)C=NN6,8.73755,CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc(C5(C(=O)O)CC5)cc4)cc3C2=O)n1
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5CCCC5,7.30103,C[C@H](CO)n1cnnc1-c1cccc(-c2ncc(-c3cccc(C4CCCC4)c3)o2)n1
N(C(=O)C1=CC=C(C(C(NCCC=2NN=NN2)=O)(C)C)C=C1)C3=CN4C(=N3)C=CC(Cl)=C4,7.88606,CC(C)(C(=O)NCCc1nnn[nH]1)c1ccc(C(=O)Nc2cn3cc(Cl)ccc3n2)cc1
C(NC=1N=C(C=CC1)C=2N(C(C)C)C=NC2)(=O)C3=CN(N=C3C(F)F)C=4C=C(OC(C)C)C=NC4,7.0,CC(C)Oc1cncc(-n2cc(C(=O)Nc3cccc(-c4cncn4C(C)C)n3)c(C(F)F)n2)c1
FC1=C(C=C2C(=C1)OCCCCN3C(C=4NC(=NC2=O)C=CC4)=NN=C3)N5CC6CC(C5)O6,7.0,O=C1N=C2C=CC=C(N2)c2nncn2CCCCOc2cc(F)c(N3CC4CC(C3)O4)cc21
O(C(C)C)C=1C(=NC2=C(N1)C=CC(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)=C2)N5CCOCC5,6.25964,CC(C)Oc1nc2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2nc1N1CCOCC1
N(C=1N2C(=NC(NC(=O)C=3C=CC=NC3)=N2)C=C(C(F)(F)F)C1)C4CCCCC4,6.92082,O=C(Nc1nc2cc(C(F)(F)F)cc(NC3CCCCC3)n2n1)c1cccnc1
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(N(C)C)C=C4,7.0,CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N(C)C)cc3)C2=O)n1
CN1C2=CC=CC=C2N=C1NC3=NC4=CC(=C(C=C4C(=N3)NC5=CC=C(C=C5)N6CCOCC6)OC)OC,2.0483711061633616,COc1cc2nc(Nc3nc4ccccc4n3C)nc(Nc3ccc(N4CCOCC4)cc3)c2cc1OC
O=C1C=2C(CN1C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)=CC=C(C2)C=6C=C(F)C=NC6,6.22185,O=C1c2cc(-c3cncc(F)c3)ccc2CN1c1cccc(-c2nncn2C2CC2)n1
O=C1C=2C(CN1C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)=CC=C(C2)C6=CC=C(C=C6)C=7NN=NN7,8.25806,O=C1c2cc(-c3ccc(-c4nnn[nH]4)cc3)ccc2CN1c1cccc(-c2nncn2C2CC2)n1
C(C)(C)N1C=2C(C(=O)C(C(NC3=CC=C(OC=4C5=C(C=C(OC)C(OC)=C5)N=NC4)C=C3)=O)=C1)=CC=NC2,6.0,COc1cc2nncc(Oc3ccc(NC(=O)c4cn(C(C)C)c5cnccc5c4=O)cc3)c2cc1OC
FC1=C(C=2OC(/C=C\3/C(=O)N(CCCC(O)=O)C(=S)S3)=CC2)C=CC=C1,5.52288,O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3ccccc3F)o2)SC1=S
COC(=O)CCCN1C(=O)C(=CC2=CC=C(O2)C3=CC=CC=C3F)SC1=S,1.4814860601221125,COC(=O)CCCN1C(=O)C(=Cc2ccc(-c3ccccc3F)o2)SC1=S
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C=C4C(=CN3)CCN(C(OCC(F)(F)F)=O)C4)C=CC2,8.25181,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)OCC(F)(F)F)C3)n1
O=S1(=O)C=2C(=CC(N(C)C)=C(C(NC=3N=C(C=CC3)C=4N([C@@H](CO)C)N=NN4)=O)C2)CN1C(C)C,7.25964,CC(C)N1Cc2cc(N(C)C)c(C(=O)Nc3cccc(-c4nnnn4[C@H](C)CO)n3)cc2S1(=O)=O
C(NC=1N=C(SC1)C=2N(C=NN2)C3CC3)(=O)C=4C=C(C(=CN4)N5CCC(OC)CC5)N6C=C(N=C6)C7CC7,8.49485,COC1CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)CC1
N(C1=NC2=C(C=N1)C=CC=C2)C3=CC(Cl)=CC=C3,5.0,Clc1cccc(Nc2ncc3ccccc3n2)c1
C(=O)(N1CC=2C(=CC(F)=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)N=NN4)=O)C2)CC1)N5CCS(=O)(=O)CC5,7.25964,CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N2CCS(=O)(=O)CC2)C3)n1
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5CN(C(OC(C)(C)C)=O)CC5)=NN=C1,7.30103,CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(C4=CCN(C(=O)OC(C)(C)C)C4)c3)o2)n1
C(C)(C)N1C(=NN=N1)C=2N=C(NC(=O)C=3C=C4C(=CC3F)CCN(C(=O)N5CCSCC5)C4)C=CC2,7.25964,CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N2CCSCC2)C3)n1
CC1=CC2=C(C=C1)OCC(C2)C3=NC4=C(C=C(C=C4OC)C5=CNN=C5)C(=O)N3.C(=O)(C(F)(F)F)O,1.7161110620239435,COc1cc(-c2cn[nH]c2)cc2c(=O)[nH]c(C3COc4ccc(C)cc4C3)nc12.O=C(O)C(F)(F)F
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C=C4C(=CC3F)CCN(C(OC5CC5)=O)C4)C=CC2,8.25181,C[C@H](CO)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)OC2CC2)C3)n1
N(C1=C2C(=CC=C1)NC=CC2=O)C=3N=C(C=CC3)C=4N([C@@H](C(F)(F)F)C)C=NN4,6.52288,C[C@@H](n1cnnc1-c1cccc(Nc2cccc3[nH]ccc(=O)c23)n1)C(F)(F)F
C(C)(C)N1C(C2=NC(C=3OC(C4=NC=5C(O4)=CC=CC5)=CN3)=CC=C2)=NN=C1,7.30103,CC(C)n1cnnc1-c1cccc(-c2ncc(-c3nc4ccccc4o3)o2)n1
C(C)N1C=2C(C(Br)=C1)=CN=C(NC(=O)C3=CC=C(C(C)(C)O)C=C3)C2,8.09691,CCn1cc(Br)c2cnc(NC(=O)c3ccc(C(C)(C)O)cc3)cc21
O=C1C2=C3C(N(C=4C3=CC(O)=CC4)[C@H]5C[C@@H](NC(C)=O)[C@@H](O)[C@H](C)O5)=C6C(=C2CN1)C=7C(N6)=CC=CC7,5.19382,CC(=O)N[C@@H]1C[C@H](n2c3ccc(O)cc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)O[C@@H](C)[C@@H]1O
C(F)(F)(F)C=1C2=C(N(C)N1)NC(=O)C(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)=C2,5.57512,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(C(F)(F)F)nn(C)c3[nH]c2=O)n1
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC=C(C4)C=5C=NN(C)C5)C=CC3)=NN=C2,7.0,C[C@H]1CCCOc2ccc(-c3cnn(C)c3)cc2C(=O)N=C2C=CC=C(N2)c2nncn21
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](C)CO5)C=NN6)=CC=C4,8.26761,C[C@@H]1COc2c(NC(=O)c3cc(-n4cnc(C5CC5)c4)ccn3)cccc2-c2nncn21
O=C1N(C2=NC(C=3N(C=NN3)C4CC4)=CC=C2)CC5=C1SC=C5,6.0,O=C1c2sccc2CN1c1cccc(-c2nncn2C2CC2)n1
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=NC=CC4)C=CC3)=NN=C2,7.0,C[C@H]1CCCOc2ncccc2C(=O)N=C2C=CC=C(N2)c2nncn21
C(NC=1N=C(C=CC1)C=2N([C@@H](CO)C)C=NN2)(=O)C=3C=C4C(=CC3OC)CCN(C(OC(C)C)=O)C4,8.25181,COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3[C@H](C)CO)n1)CN(C(=O)OC(C)C)CC2
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C=C4C(=CC3F)CCN(C(OC5CCCC5)=O)C4)C=CC2,8.25181,C[C@H](CO)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)OC2CCCC2)C3)n1
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=NC=C(C4)N5CCOCC5)C=CC3)=NN=C2,7.0,C[C@H]1CCCOc2ncc(N3CCOCC3)cc2C(=O)N=C2C=CC=C(N2)c2nncn21
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C=C4C(=CC3F)N=C(S4)N5CCCC5)C=CC2,9.0,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3sc(N4CCCC4)nc3cc2F)n1
N(CC1=CC=CO1)C=2N3C(=NC(NC(=O)C4=CC=CC=C4)=N3)C=CC2,5.16115,O=C(Nc1nc2cccc(NCc3ccco3)n2n1)c1ccccc1
N(CC(C)C)(C)C1=NC2=C(N=C1OC(C)C)C=C(F)C(C(NC=3N=C(C=CC3)C=4N(C(C)C)N=NN4)=O)=C2,6.0,CC(C)CN(C)c1nc2cc(C(=O)Nc3cccc(-c4nnnn4C(C)C)n3)c(F)cc2nc1OC(C)C
C(NC=1N=C(C=CC1)C=2N(C(C)C)C=NN2)(=O)C=3C=C4C(=CC3OC)CCN(C(C(CO)(C)C)=O)C4,8.90309,COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3C(C)C)n1)CN(C(=O)C(C)(C)CO)CC2
N(C(=O)C1=CC=C([C@@](CO)(C)O)C=C1)C=2C=C3N(C=CC3=CN2)C4CC4,6.66959,C[C@](O)(CO)c1ccc(C(=O)Nc2cc3c(ccn3C3CC3)cn2)cc1
CC(C)NC1=NC2=C(C=C(C(=C2)C(=O)NC3=CC=CC(=N3)C4=NN=NN4C(C)CO)F)N=C1OC(C)C,3.0,CC(C)Nc1nc2cc(C(=O)Nc3cccc(-c4nnnn4C(C)CO)n3)c(F)cc2nc1OC(C)C
C(C)(C)N1C(=NN=C1)C=2N=C(NC(NC=3N=C4C(=CN3)NC=N4)=O)C=CC2.C(C(O)=O)(F)(F)F,7.48678,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncc3[nH]cnc3n2)n1.O=C(O)C(F)(F)F
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=NC(C=5N(N=NN5)[C@H]6C[C@@H](O)C6)=CC=C4,8.25964,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H]3C[C@@H](O)C3)n2)cc1-n1cnc(C2CC2)c1
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NC4=CC5=C(C=C4)OCO5)OC)OC,2.4394955848049436,COc1cc2nc(Nc3cccc(N(C)C)c3)nc(Nc3ccc4c(c3)OCO4)c2cc1OC
C(C)(C)N1C(=NN=N1)C=2N=C(NC(=O)C3=CC(=C(C)C=N3)C=4SC(=CC4)C5CC5)C=CC2,7.25964,Cc1cnc(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-c1ccc(C2CC2)s1
C1=CC=C(C(=C1)C2=CC=C(O2)C=C3C(=O)N(C(=S)S3)CC(=O)O)F,2.5228787452803374,O=C(O)CN1C(=O)C(=Cc2ccc(-c3ccccc3F)o2)SC1=S
N(C(=O)C1=CC=C(C(C)(C)O)C=C1)C=2C=C(N3C(N2)=CC=N3)C4=CC=C(C(N)=O)C=C4,7.0,CC(C)(O)c1ccc(C(=O)Nc2cc(-c3ccc(C(N)=O)cc3)n3nccc3n2)cc1
O(C=1C2=C(C=C(OCCN3CCOCC3)C(OC)=C2)N=CC1)C4=C(F)C=C(NC(=O)C=5C(=O)C=6C(NC5)=CC=CC6)C=C4.Cl,6.0,COc1cc2c(Oc3ccc(NC(=O)c4c[nH]c5ccccc5c4=O)cc3F)ccnc2cc1OCCN1CCOCC1.Cl
O=C1C=2C(CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=CC=C(C2)C5=CN6C(C=C5)=C(C(O)=O)C=N6,8.40894,CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc5c(C(=O)O)cnn5c4)cc3C2=O)n1
C(N1C=C(C2=C3C(=CC=C2)NC=C3)C=C(C(NC=4N=C(C=CC4)C=5N(C=NN5)C6CC6)=O)C1=O)C7=C(F)C=CC=C7,5.30103,O=C(Nc1cccc(-c2nncn2C2CC2)n1)c1cc(-c2cccc3[nH]ccc23)cn(Cc2ccccc2F)c1=O
CC1CCC(CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5,1.5600045260461919,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2CC(C(=O)NC3CCCCC3)CCC2C)n1
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(F)C=C(F)C=C4F,7.30103,C[C@H](CO)n1cnnc1-c1cccc(-c2ncc(-c3c(F)cc(F)cc3F)o2)n1
C(NC=1N=C(C=CC1)C=2N([C@@H](CO)C)N=NN2)(=O)C=3C=C4C(=CC3OC)CCN(C(=O)C=5C=NC=CN5)C4,8.90309,COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)c1cnccn1)CC2
N(C(NC1=C(Cl)C=CC=C1)=O)C2=CN(N=C2)C=3C=C(C(NC4COC4)=O)SC3,7.45593,O=C(Nc1cnn(-c2csc(C(=O)NC3COC3)c2)c1)Nc1ccccc1Cl
O(CCCF)C1=C(C=C2C(=C1)N=CN(C2=O)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)N5C=C(N=C5)C6CC6,7.30103,CC(C)n1cnnc1-c1cccc(-n2cnc3cc(OCCCF)c(-n4cnc(C5CC5)c4)cc3c2=O)n1
O=C1N(C=2C(N1C)=CN=C(NC3=C(C)C=C(OC)C=C3)C2)C4CCOCC4,9.46852,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCOCC2)c(C)c1
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C3CC3)n[nH]2)n1,6.91,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C3CC3)n[nH]2)n1
CN[C@@H]1CC2OC([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,8.2,CN[C@@H]1CC2OC([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
C(C)(C)N1C(=NN=C1)C=2N=C(NC(NC3=CC(N(C)C)=CC=N3)=O)C=CC2,7.30103,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(N(C)C)ccn2)n1
C(NC=1N=C(C=CC1)C=2N(C(C)C)N=NN2)(=O)C=3C=C4C(=CC3OC)CCN(C(=O)C5=CC=C(F)C=C5)C4,8.90309,COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3C(C)C)n1)CN(C(=O)c1ccc(F)cc1)CC2
O=C1C=2C(CN1C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)=CC(C(=O)N6C=CC=N6)=CC2,6.69897,O=C1c2ccc(C(=O)n3cccn3)cc2CN1c1cccc(-c2nncn2C2CC2)n1
N(C1=C2C(CN(CC3=CC=C(OC)C=C3)C2=O)=CC=C1)C=4N=C(C=CC4)C=5N(C(C)C)C=NN5,6.52288,COc1ccc(CN2Cc3cccc(Nc4cccc(-c5nncn5C(C)C)n4)c3C2=O)cc1
C(NC1=CN(CC)N=C1)(=O)C=2C=COC2,3.30103,CCn1cc(NC(=O)c2ccoc2)cn1
CC=1C(C=2C=C3C(=CC2)OCCCCN4C(C=5NC(=NC3=O)C=CC5)=NN=C4)=CN(C)N1,7.0,Cc1nn(C)cc1-c1ccc2c(c1)C(=O)N=C1C=CC=C(N1)c1nncn1CCCCO2
C(NC=1N=C(C=CC1)C=2N(C(C)C)C=NN2)(=O)C=3C=C4C(N=C(S4)C5=CC=C(C(C)(C)C)C=C5)=CC3,6.0,CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3nc(-c4ccc(C(C)(C)C)cc4)sc3c2)n1
BrC1=CN(C=2C1=CN=C(NC(=O)C3=CC=C([C@@](CO)(C)O)C=C3)C2)C4CC4,8.1549,C[C@](O)(CO)c1ccc(C(=O)Nc2cc3c(cn2)c(Br)cn3C2CC2)cc1
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C=C4C(=CC3F)CCN(C(NCC)=O)C4)C=CC2,8.90309,CCNC(=O)N1CCc2cc(F)c(C(=O)Nc3cccc(-c4nncn4[C@H](C)CO)n3)cc2C1
[C@@H](C(F)(F)F)(C)N1C(=NN=C1)C2=NC(NC(=O)C3=CC(=CC=N3)N4C=C(N=C4)C5CC5)=CS2,6.284,C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)ccn2)cs1)C(F)(F)F
C(NC1=C2C(C=3N(CCO2)N=NN3)=CC=C1)(=O)C=4C=C(C(=CN4)N5C[C@@H](C)OCC5)N6C=C(N=C6)C7CC7,8.67778,C[C@@H]1CN(c2cnc(C(=O)Nc3cccc4c3OCCn3nnnc3-4)cc2-n2cnc(C3CC3)c2)CCO1
CC1(C)N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=C(OC)C=C5C(=C4)CN(C(C[C@H](C)O)=O)CC5)C=CC3,8.90309,COc1cc2c(cc1C(=O)Nc1cccc(-c3nnc4n3C(C)(C)CC4)n1)CN(C(=O)C[C@H](C)O)CC2
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C(C(F)F)=NN(C3)C=4C=CC=NC4)C=CC2,7.0,CC(C)n1cnnc1-c1cccc(NC(=O)c2cn(-c3cccnc3)nc2C(F)F)n1
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(NC(NC3=NC4=C(C=C3)C=CC=C4)=O)C=CC2,7.30103,C[C@H](CO)n1cnnc1-c1cccc(NC(=O)Nc2ccc3ccccc3n2)n1
N(=O)(=O)C1=C(C=2OC(/C=C\3/C(=O)NC(=S)S3)=CC2)C=CC=C1,4.48149,O=C1NC(=S)S/C1=C\c1ccc(-c2ccccc2[N+](=O)[O-])o1
C(NC=1N=C(C=CC1)C=2N([C@@H](CO)C)N=NN2)(=O)C=3C=C4C(=CC3OC)CCN(C4)C=5N=CC=CN5,8.25181,COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(c1ncccn1)CC2
O=C1C=2C(CN1C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)=CC=C(C2)C=6C=C(C)C=NC6,6.69897,Cc1cncc(-c2ccc3c(c2)C(=O)N(c2cccc(-c4nncn4C4CC4)n2)C3)c1
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(C)=CC=C4)=CC=C2)=NN=C1,7.30103,Cc1cccc(-c2cnc(-c3cccc(-c4nncn4C(C)C)n3)o2)c1
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC(S(C)(=O)=O)=CC=C4,7.02228,CC(C)n1cnnc1-c1cccc(N2CCN(c3cccc(S(C)(=O)=O)c3)C2=O)n1
[C@H](CO)(C)N1C(=NN=N1)C=2N=C(NC(=O)C3=CC(=C(C)C=C3F)C4=CN(C(F)(F)F)N=C4)C=CC2,8.25964,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CO)n2)cc1-c1cnn(C(F)(F)F)c1
CC(C)(C)C(=O)N(C1=CC=CC=C1)C2=CC=CC(=C2)NC3=NC=C4C=C(C=CC4=N3)C5=CN(N=C5)C,2.0,Cn1cc(-c2ccc3nc(Nc4cccc(N(C(=O)C(C)(C)C)c5ccccc5)c4)ncc3c2)cn1
N(C(=O)C1=CC=C(C(C)(C)O)C=C1)C=2SC=3C(N2)=CC=C(N3)C=4C=NNC4,7.0,CC(C)(O)c1ccc(C(=O)Nc2nc3ccc(-c4cn[nH]c4)nc3s2)cc1
N(C1=NC2=C(C=C(Br)C=C2)C=N1)C3=CC(N)=CC=C3,5.0,Nc1cccc(Nc2ncc3cc(Br)ccc3n2)c1
ClC=1C2=C(C=CN=C2NC1)N3CCC(NC(=O)C=4C(F)=CN=C(N)C4)CC3,8.24033,Nc1cc(C(=O)NC2CCN(c3ccnc4[nH]cc(Cl)c34)CC2)c(F)cn1
CC1(N2C(=NN=C2)C=3N=C(NC(NC4=CC(C(=O)N5CCCCC5)=CC=N4)=O)C=CC3)CC1,7.30103,CC1(n2cnnc2-c2cccc(NC(=O)Nc3cc(C(=O)N4CCCCC4)ccn3)n2)CC1
O=C1N(C=CN1C2=CC=C(C=N2)N3CCOCC3)C=4N=C(C=CC4)C=5N(C(C)C)C=NN5,7.30103,CC(C)n1cnnc1-c1cccc(-n2ccn(-c3ccc(N4CCOCC4)cn3)c2=O)n1
O=C1N(CCN1C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)C4CC(C4)C=5C=CC(C)=NC5,8.27901,Cc1ccc(C2CC(N3CCN(c4cccc(-c5nncn5C(C)C)n4)C3=O)C2)cn1
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=CC4=C(C=C3)C=CC(=N4)N5CCOCC5)C=CC2,6.25964,CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3ccc(N4CCOCC4)nc3c2)n1
C(C)(C)N1C(C2=CC(NC(=O)C3=CC(OC=4N=C(C(F)(F)F)C=CC4)=CC=C3F)=CC=C2)=NN=C1,6.52288,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3cccc(C(F)(F)F)n3)ccc2F)c1
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(SC)C=CC=C4,7.30103,CSc1ccccc1-c1cnc(-c2cccc(-c3nncn3[C@H](C)CO)n2)o1
C(CCCSC)(C(O)=O)N1C(=O)\C(=C\C=2OC(=CC2)C3=CC(Cl)=C(Cl)C=C3)\SC1=S,6.12494,CSCCCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)SC1=S
N(C1=C2C(NC=CC2=O)=CC=C1)C=3N=C(C=CC3)C=4N(CCOC)C=NN4,6.52288,COCCn1cnnc1-c1cccc(Nc2cccc3[nH]ccc(=O)c23)n1
N(S(N(C)C)(=O)=O)C1C(C1)C2=CC(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)=C(F)C=C2C,8.0,Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1C1CC1NS(=O)(=O)N(C)C
C(CO)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C(OC)=NN(C)C3)C=CC2,8.1549,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)CO)n1
O=C1C=2C(CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=CC=C(C2)C5=CC(OC)=C(C(O)=O)C=C5,8.25181,COc1cc(-c2ccc3c(c2)C(=O)N(c2cccc(-c4nncn4C(C)C)n2)C3)ccc1C(=O)O
C(C)(C)N1C(=NN=C1)C=2N=C(NC(NC3=CC=CC=C3)=S)C=CC2,7.30103,CC(C)n1cnnc1-c1cccc(NC(=S)Nc2ccccc2)n1
O=C1N=C2NC(C=3N(C=NN3)CCCCCOC=4C1=CC=CC4)=CC=C2,7.0,O=C1N=C2C=CC=C(N2)c2nncn2CCCCCOc2ccccc21
N(C(=O)C1=CC=C(C(CO)(C)C)C=C1)C2=CN3C(=N2)C=CC(=C3)N4C=CN=C4,7.49485,CC(C)(CO)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1
O=C1C=2C(CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=CC=C(C2)C5=C(F)C(C(O)=O)=CC(F)=C5,8.3279,CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4cc(F)cc(C(=O)O)c4F)cc3C2=O)n1
O=C1N(CC=2C1=CC=C(C2)C3=CN(C)C=N3)C=4N=C(C=CC4)C=5N(C=NN5)C6CC6,6.69897,Cn1cnc(-c2ccc3c(c2)CN(c2cccc(-c4nncn4C4CC4)n2)C3=O)c1
O=C1N(CC=2C1=CC(NC(=O)C3CC3)=C(F)C2)C=4N=C(C=CC4)C=5N(C=NN5)C6CC6,6.22185,O=C(Nc1cc2c(cc1F)CN(c1cccc(-c3nncn3C3CC3)n1)C2=O)C1CC1
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(NC(NC3=CC(=CC=N3)C4=CC=CC=C4)=O)C=CC2,7.30103,C[C@H](CO)n1cnnc1-c1cccc(NC(=O)Nc2cc(-c3ccccc3)ccn2)n1
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)C=CN1C=5N=C(C=CC5)C=6N(C(C)C)C=NN6,7.30103,Cc1cc2ccn(-c3cccc(-c4nncn4C(C)C)n3)c(=O)c2cc1-n1cnc(C2CC2)c1
[C@H](CO)(C)N1C(=NN=N1)C=2N=C(NC(=O)C=3C=C4C(=CN3)CCN(C(OC5CCC5)=O)C4)C=CC2,8.25964,C[C@H](CO)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)OC2CCC2)C3)n1
